"","name","Rank","year","value","lastYear"
"3144","Republic of Moldova",1,1966,0,0
"3145","Slovenia",1,1966,0,0
"3146","Belarus",2,1966,0,0
"3147","Cook Islands",2,1966,0,0
"3148","Czechia",2,1966,10.49,10.49
"3149","Italy",2,1966,18.73,18.73
"3150","Lithuania",2,1966,0,0
"3151","Luxembourg",2,1966,18.46,18.46
"3152","Spain",2,1966,16.03,16.03
"3153","United States of America",2,1966,8.78,8.78
"3154","Belgium",3,1966,10.3,10.3
"3155","Saint Lucia",3,1966,8.16,8.16
"3156","Argentina",4,1966,16.59,16.59
"3157","Bahamas",4,1966,17.72,17.72
"3158","Germany",4,1966,13.59,13.59
"3159","Bulgaria",5,1966,7.31,7.31
"3160","Romania",5,1966,7.27,7.27
"3161","Gabon",6,1966,6.13,6.13
"3162","Republic of Korea",6,1966,7.63,7.63
"3163","Slovakia",6,1966,11.18,11.18
"3164","Switzerland",6,1966,14.22,14.22
"3165","Bosnia and Herzegovina",7,1966,0,0
"3166","Cyprus",7,1966,4.83,4.83
"3167","Rwanda",7,1966,6.23,6.23
"3168","Seychelles",7,1966,2.05,2.05
"3169","Latvia",8,1966,0,0
"3170","Uganda",8,1966,8.53,8.53
"3171","Chile",9,1966,11.34,11.34
"3172","Russian Federation",10,1966,6.95,6.95
"3173","Andorra",11,1966,0,0
"3174","Australia",11,1966,10.2,10.2
"3175","Equatorial Guinea",11,1966,0,0
"3176","Poland",11,1966,6.57,6.57
"3177","Denmark",12,1966,7.67,7.67
"3178","Uruguay",12,1966,6.86,6.86
"3179","New Zealand",13,1966,10.42,10.42
"3180","United Arab Emirates",13,1966,0,0
"3181","Greece",14,1966,10.1,10.1
"3182","Kazakhstan",14,1966,0,0
"3183","Niue",14,1966,0,0
"3184","Paraguay",14,1966,4.03,4.03
"3185","Zambia",16,1966,8.86,8.86
"3186","United Kingdom of Great Britain and Northern Ireland",17,1966,7.56,7.56
"3187","Nigeria",18,1966,4.22,4.22
"3188","South Africa",18,1966,6.59,6.59
"3189","Haiti",19,1966,6.27,6.27
"3190","Sao Tome and Principe",19,1966,7.71,7.71
"3191","Burundi",20,1966,8.2,8.2
"3192","Eswatini",20,1966,5.49,5.49
"3193","Netherlands",20,1966,5.24,5.24
"3194","Dominica",21,1966,0,0
"3195","Grenada",21,1966,0,0
"3196","Canada",22,1966,6.76,6.76
"3197","Saint Kitts and Nevis",24,1966,4.09,4.09
"3198","Serbia",24,1966,0,0
"3199","Guyana",25,1966,2.9,2.9
"3200","Peru",25,1966,7.06,7.06
"3201","Austria",1,1965,11.6,11.6
"3202","Croatia",1,1965,0,0
"3203","Estonia",1,1965,0,0
"3204","France",1,1965,23.37,23.37
"3205","Hungary",1,1965,9.53,9.53
"3206","Ireland",1,1965,7.7,7.7
"3207","Portugal",1,1965,19.53,19.53
"3208","Republic of Moldova",1,1965,0,0
"3209","Slovenia",1,1965,0,0
"3210","Belarus",2,1965,0,0
"3211","Cook Islands",2,1965,0,0
"3212","Czechia",2,1965,10.18,10.18
"3213","Italy",2,1965,18.42,18.42
"3214","Lithuania",2,1965,0,0
"3215","Luxembourg",2,1965,18.69,18.69
"3216","Spain",2,1965,14.59,14.59
"3217","United States of America",2,1965,8.59,8.59
"3218","Belgium",3,1965,10.76,10.76
"3219","Saint Lucia",3,1965,9.05,9.05
"3220","Argentina",4,1965,17.77,17.77
"3221","Bahamas",4,1965,15.52,15.52
"3222","Germany",4,1965,14,14
"3223","Bulgaria",5,1965,7.25,7.25
"3224","Romania",5,1965,7.18,7.18
"3225","Gabon",6,1965,6.17,6.17
"3226","Republic of Korea",6,1965,6.03,6.03
"3227","Slovakia",6,1965,11.03,11.03
"3228","Switzerland",6,1965,0,0
"3229","Bosnia and Herzegovina",7,1965,0,0
"3230","Cyprus",7,1965,5.5,5.5
"3231","Rwanda",7,1965,6.36,6.36
"3232","Seychelles",7,1965,1.82,1.82
"3233","Latvia",8,1965,0,0
"3234","Uganda",8,1965,8.15,8.15
"3235","Chile",9,1965,9.69,9.69
"3236","Russian Federation",10,1965,6.71,6.71
"3237","Andorra",11,1965,0,0
"3238","Australia",11,1965,9.94,9.94
"3239","Equatorial Guinea",11,1965,0,0
"3240","Poland",11,1965,6.29,6.29
"3241","Denmark",12,1965,7,7
"3242","Uruguay",12,1965,7.31,7.31
"3243","New Zealand",13,1965,10.08,10.08
"3244","United Arab Emirates",13,1965,0,0
"3245","Greece",14,1965,9.99,9.99
"3246","Kazakhstan",14,1965,0,0
"3247","Niue",14,1965,0,0
"3248","Paraguay",14,1965,3.9,3.9
"3249","Zambia",16,1965,8.46,8.46
"3250","United Kingdom of Great Britain and Northern Ireland",17,1965,7.4,7.4
"3251","Nigeria",18,1965,4.34,4.34
"3252","South Africa",18,1965,6.37,6.37
"3253","Haiti",19,1965,6.52,6.52
"3254","Sao Tome and Principe",19,1965,7.84,7.84
"3255","Burundi",20,1965,8.17,8.17
"3256","Eswatini",20,1965,5,5
"3257","Netherlands",20,1965,5.74,5.74
"3258","Dominica",21,1965,0,0
"3259","Grenada",21,1965,0,0
"3260","Canada",22,1965,6.49,6.49
"3261","Saint Kitts and Nevis",24,1965,4.02,4.02
"3262","Serbia",24,1965,0,0
"3263","Guyana",25,1965,3.06,3.06
"3264","Peru",25,1965,6.8,6.8
"3265","Austria",1,1964,10.7,10.7
"3266","Croatia",1,1964,0,0
"3267","Estonia",1,1964,0,0
"3268","France",1,1964,23.96,23.96
"3269","Hungary",1,1964,10.21,10.21
"3270","Ireland",1,1964,7.67,7.67
"3271","Portugal",1,1964,19.37,19.37
"3272","Republic of Moldova",1,1964,0,0
"3273","Slovenia",1,1964,0,0
"3274","Belarus",2,1964,0,0
"3275","Cook Islands",2,1964,0,0
"3276","Czechia",2,1964,9.36,9.36
"3277","Italy",2,1964,17.75,17.75
"3278","Lithuania",2,1964,0,0
"3279","Luxembourg",2,1964,18.84,18.84
"3280","Spain",2,1964,13.88,13.88
"3281","United States of America",2,1964,8.44,8.44
"3282","Belgium",3,1964,10.48,10.48
"3283","Saint Lucia",3,1964,9.26,9.26
"3284","Argentina",4,1964,17.76,17.76
"3285","Bahamas",4,1964,13.41,13.41
"3286","Germany",4,1964,13.71,13.71
"3287","Bulgaria",5,1964,6.52,6.52
"3288","Romania",5,1964,7.03,7.03
"3289","Gabon",6,1964,6.77,6.77
"3290","Republic of Korea",6,1964,5.21,5.21
"3291","Slovakia",6,1964,10.21,10.21
"3292","Switzerland",6,1964,0,0
"3293","Bosnia and Herzegovina",7,1964,0,0
"3294","Cyprus",7,1964,5.22,5.22
"3295","Rwanda",7,1964,6.01,6.01
"3296","Seychelles",7,1964,1.81,1.81
"3297","Latvia",8,1964,0,0
"3298","Uganda",8,1964,10.04,10.04
"3299","Chile",9,1964,11.6,11.6
"3300","Russian Federation",10,1964,6.39,6.39
"3301","Andorra",11,1964,0,0
"3302","Australia",11,1964,10.05,10.05
"3303","Equatorial Guinea",11,1964,0,0
"3304","Poland",11,1964,6.16,6.16
"3305","Denmark",12,1964,7.23,7.23
"3306","Uruguay",12,1964,6.88,6.88
"3307","New Zealand",13,1964,9.84,9.84
"3308","United Arab Emirates",13,1964,0,0
"3309","Greece",14,1964,9.82,9.82
"3310","Kazakhstan",14,1964,0,0
"3311","Niue",14,1964,0,0
"3312","Paraguay",14,1964,3.35,3.35
"3313","Zambia",16,1964,8.12,8.12
"3314","United Kingdom of Great Britain and Northern Ireland",17,1964,7.53,7.53
"3315","Nigeria",18,1964,4.4,4.4
"3316","South Africa",18,1964,5.87,5.87
"3317","Haiti",19,1964,6.32,6.32
"3318","Sao Tome and Principe",19,1964,7.14,7.14
"3319","Burundi",20,1964,8.19,8.19
"3320","Eswatini",20,1964,4.8,4.8
"3321","Netherlands",20,1964,4.97,4.97
"3322","Dominica",21,1964,0,0
"3323","Grenada",21,1964,0,0
"3324","Canada",22,1964,6.49,6.49
"3325","Saint Kitts and Nevis",24,1964,4.15,4.15
"3326","Serbia",24,1964,0,0
"3327","Guyana",25,1964,2.77,2.77
"3328","Peru",25,1964,5.97,5.97
"3329","Austria",1,1963,9.8,9.8
"3330","Croatia",1,1963,0,0
"3331","Estonia",1,1963,0,0
"3332","France",1,1963,24.63,24.63
"3333","Hungary",1,1963,9.14,9.14
"3334","Ireland",1,1963,7.39,7.39
"3335","Portugal",1,1963,18.49,18.49
"3336","Republic of Moldova",1,1963,0,0
"3337","Slovenia",1,1963,0,0
"3338","Belarus",2,1963,0,0
"3339","Cook Islands",2,1963,0,0
"3340","Czechia",2,1963,9.06,9.06
"3341","Italy",2,1963,18.18,18.18
"3342","Lithuania",2,1963,0,0
"3343","Luxembourg",2,1963,18.74,18.74
"3344","Spain",2,1963,13.56,13.56
"3345","United States of America",2,1963,8.14,8.14
"3346","Belgium",3,1963,9.88,9.88
"3347","Saint Lucia",3,1963,8.39,8.39
"3348","Argentina",4,1963,17.6,17.6
"3349","Bahamas",4,1963,12.56,12.56
"3350","Germany",4,1963,12.85,12.85
"3351","Bulgaria",5,1963,7.25,7.25
"3352","Romania",5,1963,7.01,7.01
"3353","Gabon",6,1963,5.31,5.31
"3354","Republic of Korea",6,1963,5.94,5.94
"3355","Slovakia",6,1963,9.35,9.35
"3356","Switzerland",6,1963,0,0
"3357","Bosnia and Herzegovina",7,1963,0,0
"3358","Cyprus",7,1963,5.14,5.14
"3359","Rwanda",7,1963,5.48,5.48
"3360","Seychelles",7,1963,1.31,1.31
"3361","Latvia",8,1963,0,0
"3362","Uganda",8,1963,10.08,10.08
"3363","Chile",9,1963,11.14,11.14
"3364","Russian Federation",10,1963,6.19,6.19
"3365","Andorra",11,1963,0,0
"3366","Australia",11,1963,9.74,9.74
"3367","Equatorial Guinea",11,1963,0,0
"3368","Poland",11,1963,6.22,6.22
"3369","Denmark",12,1963,6.65,6.65
"3370","Uruguay",12,1963,7.19,7.19
"3371","New Zealand",13,1963,9.62,9.62
"3372","United Arab Emirates",13,1963,0,0
"3373","Greece",14,1963,9.67,9.67
"3374","Kazakhstan",14,1963,0,0
"3375","Niue",14,1963,0,0
"3376","Paraguay",14,1963,3.4,3.4
"3377","Zambia",16,1963,8.18,8.18
"3378","United Kingdom of Great Britain and Northern Ireland",17,1963,7.18,7.18
"3379","Nigeria",18,1963,4.37,4.37
"3380","South Africa",18,1963,5.35,5.35
"3381","Haiti",19,1963,7.61,7.61
"3382","Sao Tome and Principe",19,1963,8.61,8.61
"3383","Burundi",20,1963,7.71,7.71
"3384","Eswatini",20,1963,5.27,5.27
"3385","Netherlands",20,1963,4.63,4.63
"3386","Dominica",21,1963,0,0
"3387","Grenada",21,1963,0,0
"3388","Canada",22,1963,7.87,7.87
"3389","Saint Kitts and Nevis",24,1963,3.76,3.76
"3390","Serbia",24,1963,0,0
"3391","Guyana",25,1963,2.72,2.72
"3392","Peru",25,1963,5.59,5.59
"3393","Austria",1,1962,9.7,9.7
"3394","Croatia",1,1962,0,0
"3395","Estonia",1,1962,0,0
"3396","France",1,1962,24.6,24.6
"3397","Hungary",1,1962,9.26,9.26
"3398","Ireland",1,1962,0,0
"3399","Portugal",1,1962,15.17,15.17
"3400","Republic of Moldova",1,1962,0,0
"3401","Slovenia",1,1962,0,0
"3402","Belarus",2,1962,0,0
"3403","Cook Islands",2,1962,0,0
"3404","Czechia",2,1962,9.12,9.12
"3405","Italy",2,1962,19.44,19.44
"3406","Lithuania",2,1962,0,0
"3407","Luxembourg",2,1962,18.33,18.33
"3408","Spain",2,1962,14.64,14.64
"3409","United States of America",2,1962,7.99,7.99
"3410","Belgium",3,1962,0,0
"3411","Saint Lucia",3,1962,8.55,8.55
"3412","Argentina",4,1962,16.74,16.74
"3413","Bahamas",4,1962,10.43,10.43
"3414","Germany",4,1962,12.05,12.05
"3415","Bulgaria",5,1962,0,0
"3416","Romania",5,1962,6.92,6.92
"3417","Gabon",6,1962,6.02,6.02
"3418","Republic of Korea",6,1962,7.04,7.04
"3419","Slovakia",6,1962,9.44,9.44
"3420","Switzerland",6,1962,0,0
"3421","Bosnia and Herzegovina",7,1962,0,0
"3422","Cyprus",7,1962,4.44,4.44
"3423","Rwanda",7,1962,7.79,7.79
"3424","Seychelles",7,1962,1.19,1.19
"3425","Latvia",8,1962,0,0
"3426","Uganda",8,1962,9.74,9.74
"3427","Chile",9,1962,0,0
"3428","Russian Federation",10,1962,0,0
"3429","Andorra",11,1962,0,0
"3430","Australia",11,1962,9.29,9.29
"3431","Equatorial Guinea",11,1962,0,0
"3432","Poland",11,1962,6.06,6.06
"3433","Denmark",12,1962,6.56,6.56
"3434","Uruguay",12,1962,7.68,7.68
"3435","New Zealand",13,1962,8.89,8.89
"3436","United Arab Emirates",13,1962,0,0
"3437","Greece",14,1962,0,0
"3438","Kazakhstan",14,1962,0,0
"3439","Niue",14,1962,0,0
"3440","Paraguay",14,1962,4,4
"3441","Zambia",16,1962,8.32,8.32
"3442","United Kingdom of Great Britain and Northern Ireland",17,1962,7.09,7.09
"3443","Nigeria",18,1962,4.4,4.4
"3444","South Africa",18,1962,8.13,8.13
"3445","Haiti",19,1962,7.58,7.58
"3446","Sao Tome and Principe",19,1962,6.48,6.48
"3447","Burundi",20,1962,7.44,7.44
"3448","Eswatini",20,1962,6.32,6.32
"3449","Netherlands",20,1962,4.29,4.29
"3450","Dominica",21,1962,0,0
"3451","Grenada",21,1962,0,0
"3452","Canada",22,1962,7.56,7.56
"3453","Saint Kitts and Nevis",24,1962,3.51,3.51
"3454","Serbia",24,1962,0,0
"3455","Guyana",25,1962,3.12,3.12
"3456","Peru",25,1962,6.76,6.76
"3457","Austria",1,1961,9.31,9.31
"3458","Croatia",1,1961,0,0
"3459","Estonia",1,1961,0,0
"3460","France",1,1961,26.04,26.04
"3461","Hungary",1,1961,9.02,9.02
"3462","Ireland",1,1961,0,0
"3463","Portugal",1,1961,15.02,15.02
"3464","Republic of Moldova",1,1961,0,0
"3465","Slovenia",1,1961,0,0
"3466","Belarus",2,1961,0,0
"3467","Cook Islands",2,1961,0,0
"3468","Czechia",2,1961,9,9
"3469","Italy",2,1961,19.24,19.24
"3470","Lithuania",2,1961,0,0
"3471","Luxembourg",2,1961,18.54,18.54
"3472","Spain",2,1961,0,0
"3473","United States of America",2,1961,7.8,7.8
"3474","Belgium",3,1961,0,0
"3475","Saint Lucia",3,1961,7.97,7.97
"3476","Argentina",4,1961,16.39,16.39
"3477","Bahamas",4,1961,11.82,11.82
"3478","Germany",4,1961,11.03,11.03
"3479","Bulgaria",5,1961,0,0
"3480","Romania",5,1961,5.7,5.7
"3481","Gabon",6,1961,5.52,5.52
"3482","Republic of Korea",6,1961,5.99,5.99
"3483","Slovakia",6,1961,9.28,9.28
"3484","Switzerland",6,1961,0,0
"3485","Bosnia and Herzegovina",7,1961,0,0
"3486","Cyprus",7,1961,5.15,5.15
"3487","Rwanda",7,1961,5.68,5.68
"3488","Seychelles",7,1961,1.13,1.13
"3489","Latvia",8,1961,0,0
"3490","Uganda",8,1961,9.8,9.8
"3491","Chile",9,1961,0,0
"3492","Russian Federation",10,1961,0,0
"3493","Andorra",11,1961,0,0
"3494","Australia",11,1961,9.16,9.16
"3495","Equatorial Guinea",11,1961,0,0
"3496","Poland",11,1961,6.27,6.27
"3497","Denmark",12,1961,6.54,6.54
"3498","Uruguay",12,1961,9.06,9.06
"3499","New Zealand",13,1961,8.7,8.7
"3500","United Arab Emirates",13,1961,0,0
"3501","Greece",14,1961,0,0
"3502","Kazakhstan",14,1961,0,0
"3503","Niue",14,1961,0,0
"3504","Paraguay",14,1961,3.65,3.65
"3505","Zambia",16,1961,8.46,8.46
"3506","United Kingdom of Great Britain and Northern Ireland",17,1961,7.14,7.14
"3507","Nigeria",18,1961,4.29,4.29
"3508","South Africa",18,1961,7.41,7.41
"3509","Haiti",19,1961,7.62,7.62
"3510","Sao Tome and Principe",19,1961,6.31,6.31
"3511","Burundi",20,1961,7.43,7.43
"3512","Eswatini",20,1961,7.03,7.03
"3513","Netherlands",20,1961,3.97,3.97
"3514","Dominica",21,1961,0,0
"3515","Grenada",21,1961,0,0
"3516","Canada",22,1961,7.39,7.39
"3517","Saint Kitts and Nevis",24,1961,3.38,3.38
"3518","Serbia",24,1961,0,0
"3519","Guyana",25,1961,3.24,3.24
"3520","Peru",25,1961,6.95,6.95
